datetime,open,max,min,close,volume,,,,,,,
 2015/06/12-11:30,5128.77,5148.37,5103.55,5144.04,21123395,4914.78,4636.96,           ,           ,           ,           ,           
 2015/06/12-14:00,5145.05,5178.06,5145.05,5162.94,21305792,4923.6,4642.63,           ,           ,           ,           ,           
 2015/06/12-15:00,5162.15,5177.25,5134.37,5166.35,26098584,4932.09,4648.67,           ,           ,           ,           ,           
 2015/06/15-10:30,5174.42,5176.33,5123.54,5157.62,41597506,4938.88,4654.66,           ,           ,           ,           ,           
 2015/06/15-11:30,5157.93,5158.65,5064.66,5086.8,23375963,4944.23,4659.72,           ,           ,           ,           ,           
 2015/06/15-14:00,5085.9,5135.66,5081.77,5133.06,15699227,4949.91,4665.3,           ,           ,           ,           ,           
 2015/06/15-15:00,5132.85,5153.98,5048.9,5062.99,25826498,4954.06,4670.16,           ,           ,           ,           ,           
 2015/06/16-10:30,5004.41,5029.1,4917.17,4944.75,37084442,4955.82,4674.24,           ,           ,           ,           ,           
 2015/06/16-11:30,4943.88,4995.98,4929.87,4995.28,14220557,4957.53,4679.21,           ,           ,           ,           ,           
 2015/06/16-14:00,4995.45,5000.45,4941.38,4941.38,13254662,4958.63,4683.94,           ,           ,           ,           ,           
 2015/06/16-15:00,4939.97,4945.99,4842.5,4887.43,24982388,4958.23,4688.85,           ,           ,           ,           ,           
 2015/06/17-10:30,4890.55,4925.11,4816.86,4835.35,29393973,4956.89,4693.29,           ,           ,           ,           ,           
 2015/06/17-11:30,4835.19,4840.66,4767.54,4825.74,16569106,4955.34,4697.19,4363.5,           ,           ,           ,           
 2015/06/17-14:00,4827.84,4906.93,4823.01,4903.07,15335571,4954.87,4702.05,4368.81,           ,           ,           ,           
 2015/06/17-15:00,4904.01,4983.66,4903.75,4967.9,21728021,4955.31,4708.2,4374.33,           ,           ,           ,           
 2015/06/18-10:30,4942.52,4966.75,4908.07,4945.02,27880933,4954.79,4714.61,4379.85,           ,           ,           ,           
 2015/06/18-11:30,4945.12,4959.42,4903.04,4959.05,14949216,4956.23,4721.19,4385.36,           ,           ,           ,           
 2015/06/18-14:00,4961.26,4964.29,4897.52,4911.72,13003210,4957.9,4727.55,4390.7,           ,           ,           ,           
 2015/06/18-15:00,4912.15,4917.87,4781.02,4785.36,22751142,4960.65,4733.16,4395.54,           ,           ,           ,           
 2015/06/19-10:30,4689.93,4743.95,4629.34,4629.34,24386318,4960.39,4737.15,4399.54,           ,           ,           ,           
 2015/06/19-11:30,4627.74,4719.86,4624.35,4687.32,11723485,4961.41,4741.51,4403.82,           ,           ,           ,           
 2015/06/19-14:00,4687.8,4692.95,4569.02,4629.83,13534477,4960.8,4745.65,4407.69,           ,           ,           ,           
 2015/06/19-15:00,4630.25,4658.27,4476.5,4478.36,18901535,4958.57,4747.92,4410.9,           ,           ,           ,           
 2015/06/23-10:30,4471.61,4526.01,4411.26,4483.09,21812187,4955.03,4749.84,4414.2,           ,           ,           ,           
 2015/06/23-11:30,4483.15,4490.69,4266.34,4369.16,18381610,4948.86,4750.79,4416.93,           ,           ,           ,           
 2015/06/23-14:00,4368.28,4520.15,4368.28,4517.89,13998744,4944.21,4752.64,4420.25,           ,           ,           ,           
 2015/06/23-15:00,4517.03,4577.23,4459,4576.49,15169171,4940,4754.67,4424,           ,           ,           ,           
 2015/06/24-10:30,4604.58,4653.14,4588.33,4637.37,32002260,4936.21,4756.93,4427.88,           ,           ,           ,           
 2015/06/24-11:30,4636.95,4676.34,4602.82,4618.03,17019629,4932.73,4759.06,4431.59,           ,           ,           ,           
 2015/06/24-14:00,4618.25,4630.76,4552.57,4628.42,14023124,4929.13,4761.05,4435.39,           ,           ,           ,           
 2015/06/24-15:00,4628.53,4691.73,4626.88,4690.15,18461254,4925.46,4763.45,4439.54,           ,           ,           ,           
 2015/06/25-10:30,4711.76,4711.76,4650.91,4683.29,29873926,4921.38,4765.88,4443.64,           ,           ,           ,           
 2015/06/25-11:30,4684.6,4720.33,4672.02,4710.53,15004394,4918.87,4768.51,4447.84,           ,           ,           ,           
 2015/06/25-14:00,4710.73,4716.31,4650.37,4657.1,14619682,4914.85,4770.71,4451.75,           ,           ,           ,           
 2015/06/25-15:00,4656.27,4656.27,4483.63,4527.78,27039969,4908.48,4771.97,4455.17,           ,           ,           ,           
 2015/06/26-10:30,4399.93,4456.86,4326.64,4411.57,29135014,4900.06,4772.5,4458.05,           ,           ,           ,           
 2015/06/26-11:30,4411.88,4416.32,4287.53,4344.06,17350770,4892.08,4772.14,4460.7,           ,           ,           ,           
 2015/06/26-14:00,4344.39,4352.06,4233.1,4263.46,15436978,4883.45,4771.23,4463.1,           ,           ,           ,           
 2015/06/26-15:00,4263.7,4264.47,4139.92,4192.87,16860806,4870.88,4769.69,4465.1,           ,           ,           ,           
 2015/06/29-10:30,4289.77,4295.11,4095.04,4212.54,32195912,4857.44,4768.83,4467.12,           ,           ,           ,           
 2015/06/29-11:30,4211.79,4217.65,4033.91,4035.48,17601910,4842.34,4766.5,4468.5,           ,           ,           ,           
 2015/06/29-14:00,4032.45,4081.5,3875.51,4079.9,22931891,4827.03,4764.46,4469.86,           ,           ,           ,           
 2015/06/29-15:00,4080.96,4175.67,4027.34,4053.03,17697419,4810.87,4762.33,4471.07,           ,           ,           ,           
 2015/06/30-10:30,4006.75,4074.15,3847.88,3891.3,30200023,4791.15,4758.79,4471.55,           ,           ,           ,           
 2015/06/30-11:30,3893.72,4052.66,3851.92,4052.47,16118618,4774.22,4756.65,4472.61,           ,           ,           ,           
 2015/06/30-14:00,4065.09,4238.92,4065.09,4218.13,25892486,4759.61,4756.03,4474.27,           ,           ,           ,           
 2015/06/30-15:00,4217.13,4279.66,4194.56,4277.22,21941334,4745.37,4755.98,4476.22,           ,           ,           ,           
 2015/07/01-10:30,4214.15,4298.27,4182.5,4278.99,30861343,4731.22,4755.36,4478.13,           ,           ,           ,           
 2015/07/01-11:30,4278.92,4316.39,4258.83,4260.13,15118401,4717.74,4754.2,4480.18,           ,           ,           ,           
 2015/07/01-14:00,4260.02,4279.46,4212.02,4256.6,13845033,4704.02,4753.1,4482.12,           ,           ,           ,           
 2015/07/01-15:00,4255.96,4261.75,4043.81,4053.7,23982308,4686.35,4750.07,4483.14,           ,           ,           ,           
 2015/07/02-10:30,4058.62,4080.39,3930.55,3945.18,27234440,4667.28,4745.83,4483.75,           ,           ,           ,           
 2015/07/02-11:30,3945.24,4067.9,3911.79,4003.54,13230571,4649.16,4741.9,4484.53,           ,           ,           ,           
 2015/07/02-14:00,4003.52,4025.07,3877.47,3898.63,12462987,4628.47,4736.84,4484.9,           ,           ,           ,           
 2015/07/02-15:00,3898.71,3967.07,3795.32,3912.77,20672681,4608.59,4732.4,4485.28,           ,           ,           ,           
 2015/07/03-10:30,3793.71,3815.19,3629.58,3655.61,26142434,4584.43,4725.63,4484.78,           ,           ,           ,           
 2015/07/03-11:30,3657.17,3794.73,3655.34,3785.57,10441952,4562.58,4719.71,4484.62,           ,           ,           ,           
 2015/07/03-14:00,3794.6,3926.61,3762.6,3762.6,16502498,4540.59,4713.7,4484.29,           ,           ,           ,           
 2015/07/03-15:00,3761.67,3798.24,3664.29,3686.92,11718524,4516.68,4706.68,4483.76,           ,           ,           ,           
 2015/07/06-10:30,3975.21,3975.21,3766.6,3822.01,33847842,4494.91,4700.45,4483.66,           ,           ,           ,           
 2015/07/06-11:30,3821.73,3827.91,3709.2,3766.37,20005066,4471.94,4693.36,4483.27,           ,           ,           ,           
 2015/07/06-14:00,3765.3,3765.3,3653.37,3695.03,21126269,4447.48,4685.54,4482.42,           ,           ,           ,           
 2015/07/06-15:00,3693.25,3808.63,3684.92,3775.91,19362859,4424.3,4678.19,4481.8,           ,           ,           ,           
 2015/07/07-10:30,3654.78,3750.32,3630.09,3676.91,21529129,4399.63,4669.25,4480.77,           ,           ,           ,           
 2015/07/07-11:30,3677.07,3706.14,3586.98,3655.65,14360867,4375.77,4660,4479.55,           ,           ,           ,           
 2015/07/07-14:00,3655.93,3695.58,3617.42,3661.18,14166317,4351.24,4650.58,4478.35,           ,           ,           ,           
 2015/07/07-15:00,3661.51,3739.39,3654.68,3727.12,27550937,4328.98,4641.52,4477.39,           ,           ,           ,           
 2015/07/08-10:30,3467.4,3587.7,3422.21,3565.79,28994806,4305.99,4630.91,4475.65,           ,           ,           ,           
 2015/07/08-11:30,3566.36,3583.41,3509.43,3582.5,11088772,4282.45,4619.99,4474,           ,           ,           ,           
 2015/07/08-14:00,3583.33,3599.25,3525.17,3525.17,11684550,4258.85,4608.74,4472.37,           ,           ,           ,           
 2015/07/08-15:00,3525.12,3525.12,3473.27,3507.19,18256703,4235.84,4597.04,4470.61,           ,           ,           ,           
 2015/07/09-10:30,3432.45,3598.17,3373.59,3525.33,29391653,4214.01,4585.45,4469,           ,           ,           ,           
 2015/07/09-11:30,3524.74,3555.39,3485.77,3552.78,10317804,4192.79,4574.07,4467.38,           ,           ,           ,           
 2015/07/09-14:00,3552.35,3733.87,3552.35,3733.49,19343824,4173.3,4564.08,4466.4,           ,           ,           ,           
 2015/07/09-15:00,3734.25,3748.38,3699.49,3709.33,8277812,4152.32,4553.81,4465.19,           ,           ,           ,           
 2015/07/10-10:30,3707.46,3929.33,3677.79,3924.46,38686679,4135.31,4545.05,4464.85,           ,           ,           ,           
 2015/07/10-11:30,3924.86,3958.97,3897.64,3900.89,10691070,4117.68,4536.96,4464.31,           ,           ,           ,           
 2015/07/10-14:00,3901.11,3915.06,3868.09,3909.04,8109483,4100.97,4529.43,4463.63,           ,           ,           ,           
 2015/07/10-15:00,3908.98,3925.39,3873.53,3877.8,10556178,4085.84,4523.24,4462.76,           ,           ,           ,           
 2015/07/13-10:30,3918.99,3958.19,3859.53,3909.68,39369030,4073.85,4517.12,4462.02,           ,           ,           ,           
 2015/07/13-11:30,3909.24,3984.58,3901.74,3966.13,12879776,4061.83,4511.62,4461.4,           ,           ,           ,           
 2015/07/13-14:00,3967.57,4029.97,3967.57,3997.81,13754049,4051.29,4506.04,4460.93,           ,           ,           ,           
 2015/07/13-15:00,3997.63,4002.25,3956.66,3970.39,12240197,4042.82,4500.7,4460.17,           ,           ,           ,           
 2015/07/14-10:30,3958.37,3988.74,3922.06,3974.57,32815480,4034.35,4494.69,4459.61,           ,           ,           ,           
 2015/07/14-11:30,3973.76,4035.38,3954.72,3957.84,15741976,4027.49,4488.18,4458.9,           ,           ,           ,           
 2015/07/14-14:00,3957.36,3963.72,3892.39,3908.35,16301011,4017.34,4480.77,4457.92,           ,           ,           ,           
 2015/07/14-15:00,3908.08,3978.99,3856.12,3924.49,18148995,4006.47,4473.24,4457.26,           ,           ,           ,           
 2015/07/15-10:30,3874.97,3913.81,3842.85,3854.56,30037828,3993.42,4464.82,4456.1,           ,           ,           ,           
 2015/07/15-11:30,3854.28,3855.39,3801.55,3830.49,12630091,3980.3,4456.51,4455.09,           ,           ,           ,           
 2015/07/15-14:00,3833.78,3841.08,3741.25,3763.3,13795511,3965.88,4447.5,4453.68,           ,           ,           ,           
 2015/07/15-15:00,3761.92,3807.34,3749.56,3805.7,13590219,3951.14,4438.3,4452.25,           ,           ,           ,           
 2015/07/16-10:30,3758.5,3823.11,3689.72,3810.46,26531339,3936.59,4428.98,4450.87,           ,           ,           ,           
 2015/07/16-11:30,3810.58,3877.3,3802.83,3843.35,13427829,3922.14,4420.51,4449.47,           ,           ,           ,           
 2015/07/16-14:00,3843.95,3851.97,3778.57,3803.46,7984404,3907.91,4411.38,4447.57,           ,           ,           ,           
 2015/07/16-15:00,3804.91,3835.89,3803.91,3823.18,9042316,3896.17,4402.33,4445.74,           ,           ,           ,           
 2015/07/17-10:30,3831.42,3887.07,3814.58,3875.68,19652812,3887.24,4393.65,4444.09,           ,           ,           ,           
